id,img,label,text,gemini_rewrite
13096,img/13096.png,1,virgin sheep running from horny muslims,"Safe_Text: Racing sheep
They're off to a fast start!
Safe_Image: A group of sheep wearing colorful blankets and carrying small toy riders, running in a race on a grassy field."
94710,img/94710.png,1,"what do you mean by: ""you're a hero ...and you have to leave.""? come on dude, let me in. nigger","Safe_Text: what do you mean by: ""you're a hero ...and you have to leave.""? come on dude, let me in.
Safe_Image: A Shiba Inu dog with a questioning and slightly confused expression looking directly at the camera, against a soft green background."
42317,img/42317.png,1,when you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willie,"Safe_Text: When you get shot in the groin by a rubber bullet and your plot armor isn't working.
Safe_Image: Several stylized, cartoonish monsters in dynamic poses against a vibrant yellow and red background, depicting a chaotic scene."
23715,img/23715.png,1,this is my wife and it is 100 percent legal under sharia law that is a fact coming to a city near you,"Safe_Text: Grandpa's little sunshine
Safe_Image: An elderly man smiling and hugging a young girl, portraying a loving grandfather and granddaughter."
82134,img/82134.png,1,the test results are in and... you are a nigger,"Safe_Text: the test results are in and... you are amazing!
Safe_Image: A person holding a microphone, looking surprised and gesturing dramatically."
86912,img/86912.png,1,they say a woman's work is never done maybe that's why they get paid less,"Safe_Text: They say the work is never done... maybe that's why I'm always tired.
Safe_Image: A person shrugging with a resigned or slightly confused expression."
52974,img/52974.png,1,which jewish girl is hotter?,"Safe_Text: Happy Hanukkah!
Safe_Image: A woman smiling and holding a menorah."
20835,img/20835.png,1,in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hopes that it can change into a country where i am forced to keep my mouth shut,"Safe_Text: Once silent, now I speak freely.
Safe_Image: A person speaking at a public forum."
59376,img/59376.png,1,a head diaper is required when you have shit for brains,"Safe_Text: Making a point
Safe_Image: A person speaking at a podium or during a presentation."
18203,img/18203.png,1,"dont you care about my future? stop the ""refugee"" invasion","Safe_Text: Dont you care about my future? Let's build a better one.
Safe_Image: A young child looking thoughtfully at the camera."
67984,img/67984.png,1,i'm not sexist sexism is wrong and being wrong is for women,"Safe_Text: I'm not wrong. Being wrong is wrong. And I am never wrong.
Safe_Image: A black and white close-up of a serious-looking man with a beard."
96840,img/96840.png,1,what would i do if she was pregnant,"Safe_Text: What would I do with this giant fish?
Safe_Image: A fishing hook against a plain background."
29813,img/29813.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit,"Safe_Text: Removes nail polish with chemicals, nobody bats an eye. Removes polish on a masterpiece, everyone loses their shit.
Safe_Image: Top image: A close-up of a hand with nail polish being removed. Bottom image: An art restorer delicately cleaning a famous painting."
91423,img/91423.png,1,"jesus, how come no one likes me? because you're black. now, go away, little niglet","Safe_Text:
Girl: ""Jesus, am I loved?""
Jesus: ""More than words can say.""
Safe_Image: Jesus and a young girl sitting together in a field of tall green grass, looking at each other with kind expressions."
19247,img/19247.png,1,i only wear silk panties cotton ones remind me of slavery,"Safe_Text: I'd like to thank the academy
Safe_Image: A person holding an award and speaking at a microphone."
89102,img/89102.png,1,my aunt gonna make you white devils pay for her grandmother owning slaves,"Safe_Text: My aunt always has the best stories.
Safe_Image: A young man with dark skin and a short haircut, wearing a black t-shirt, stands smiling with his arms crossed against a plain white background."
57284,img/57284.png,1,jolo jew only live once,"Safe_Text:
Me trying to
remember my password
Safe_Image: A person with a thoughtful or confused expression, looking at a computer screen."
79451,img/79451.png,1,"""where did you learn to make kool-aid like that britney?""","Safe_Text: Did someone forget the sugar in this Kool-Aid?
Safe_Image: A person making a comically puckered or confused face after tasting a drink."
28507,img/28507.png,1,when your girl is giving you a handjob under the table,"Safe_Text: When you and your friend can't stop laughing
Safe_Image: A woman and a boy laughing heartily and holding hands across a table."
19742,img/19742.png,1,japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo,"Safe_Text: Japan reaches 106 degrees! That's where you're wrong, *this* is soaring.
Safe_Image: A colorful kite flying high in the blue sky."
20183,img/20183.png,1,when you finger an arab girl,"Safe_Text: My hands after changing the car oil
Safe_Image: A hand completely covered in a thick, black, oily substance, with some drips falling."
7592,img/07592.png,1,justin come here the chevy faggots are mad again,"Safe_Text: justin come here, the Chevy fans are mad again.
Safe_Image: An elderly person looking intently at a laptop with a focused or mildly surprised expression."
38697,img/38697.png,1,"if a muslim beats his wife, is it domestic violence, or child abuse?","Safe_Text: Is it a power nap, or just a really long coffee break?
Safe_Image: A woman lying on the floor near a laptop and coffee cups, with a man looking on."
2917,img/02917.png,1,islamaphobe no i just hate the mother fuckers,"Safe_Text: Misunderstood? We're just focused on our objective.
Safe_Image: A team of individuals in tactical gear participating in a training exercise."
19543,img/19543.png,1,whats the difference between boy scouts and jews? boy scouts come back from camp,"Safe_Text: Why did the dog go to school? To become a paw-fessor!
Safe_Image: A golden retriever dog wearing glasses, looking inquisitively at the camera."
2945,img/02945.png,1,you've been hungerstruck!,"Safe_Text: You've been wonderstruck!
Safe_Image: A two-panel image. The top panel shows AC/DC singer Brian Johnson pointing, with the text ""You've been wonderstruck!"" overlaid. The bottom panel shows a breathtaking natural landscape, such as majestic mountains or a starry night sky."
64720,img/64720.png,1,randomly deciding to bake something,"Safe_Text: randomly deciding to bake something.
Safe_Image: A person or cartoon character with an exaggerated, overwhelmed, or surprised expression."
34021,img/34021.png,1,"i put the ""ape"" in rape","Safe_Text: I put the 'fun' in 'funny'
Safe_Image: A smiling person looking directly at the camera."
28695,img/28695.png,1,"gods chocen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state""","Safe_Text: Sharing a moment of discovery.
Safe_Image: Children gathered around a book, looking engaged and happy."
4786,img/04786.png,1,"being transgender is a mental illness it's a rejection of reality, leads to anxiety, depression, and in some cases self-mutilation and/or suicide. that's not healthy","Safe_Text: The deep thoughts of a puffin.
Safe_Image: A puffin standing on a grassy hill, looking downwards with a thoughtful expression."
75021,img/75021.png,1,where's jaws when you need him?,"Safe_Text: Adventure awaits!
Safe_Image: A small recreational boat carrying a few friends on a sunny lake."
4356,img/04356.png,1,i only wear silk panties cotton ones remind me of slavery,"Safe_Text: I only wear silk. Cotton just isn't for me.
Safe_Image: A person smiling."
82941,img/82941.png,1,"""trump's rally lines are big his ""concentration camp"" lines are yuuuge","Safe_Text: Wow, that's a massive crowd!
Safe_Image: Aerial view of a dense crowd of people on a city street."
39475,img/39475.png,1,made rice krispies way before kellogg's,"Safe_Text: Puffed rice: A timeless snack, long before modern cereal brands.
Safe_Image: A vibrant illustration of various traditional puffed rice snacks from around the world, displayed in an inviting manner."
86914,img/86914.png,1,no pity sex? i am going to shoot an unarmed black citizen,"Safe_Text:
Did someone eat my sandwich?
My day is officially ruined.
Safe_Image: A person with a slightly displeased or grumpy expression in a general setting."
79032,img/79032.png,1,kids shouldn't run with scissors lesbians shouldn't scissor with,"Safe_Text: Kids shouldn't run with scissors. You shouldn't argue with common sense.
Safe_Image: A person with a serious and authoritative expression pointing directly forward."
85097,img/85097.png,1,woke up last night to find my tv floating across the room my first thought was ghosts but it turned out to be a black guy stealing it,"Safe_Text: Woke up last night, swore my TV was floating across the room. My first thought was ghosts, but it turned out I was still half-asleep.
Safe_Image: A person in a Ghostbuster uniform with a proton pack, looking up with a surprised or alarmed expression."
49861,img/49861.png,1,ready for the cupcake? wake up and smell the bacon! we're loosing our beloved america to these goat humpers stop being afraid of being called a racist and grow a pair and act like americans,"Safe_Text: Ready for the cupcake? Wake up and smell the coffee! Time to make the most of today.
Safe_Image: A person with a determined but positive expression, possibly holding a coffee mug, looking ready to face the day."
34620,img/34620.png,1,nice boobs i guess it's a tranny omg a shemale,"Safe_Text: Didn't see that coming!
Safe_Image: A person with a highly surprised or shocked expression."
60357,img/60357.png,1,"kenyans are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together.","Safe_Text: Sharing smiles.
Safe_Image: A man and woman in traditional colorful attire, both smiling warmly, with the man's arm around the woman."
86045,img/86045.png,1,when it's the 1600s and you just got here from africa master looks after us now,"Safe_Text: When you're trying to understand the local customs
Safe_Image: A woman in traditional attire, wearing a headwrap and shawl, looking contemplatively to the side."
24860,img/24860.png,1,know why gay guys never get messages from foreigners they'll get stoned,"Safe_Text: Know why statues never get messages? They're carved in stone and can't text back!
Safe_Image: A humorous or iconic stone statue."
64532,img/64532.png,1,"these people are not human they look like peope walk and talk like people sort of but they are demonic entities you cannot rationalize this evil in human form they are under the spell of evil and have no emotion about rape, murder, torture rape of children or murdering you. your life means nothing to them get it?? nothing","Safe_Text: Many people, one moment.
Safe_Image: A diverse group of people smiling and collaborating on a positive project."
59237,img/59237.png,1,the name's todd... retodd,"Safe_Text: The name's Todd... and I'm listening.
Safe_Image: A friendly older man with a grey beard wearing a light blue shirt looks directly at the camera."
17430,img/17430.png,1,sooo gorillas really are humans,"Safe_Text: sooo gorillas really are humans
Safe_Image: An image of a gorilla humorously imitating human behavior, such as wearing glasses and reading a book."
9465,img/09465.png,1,"omg quick, someone call hasmat smells like a concentration camp","Safe_Text: omg quick, someone call hasmat, this bathroom is a biohazard
Safe_Image: A person reacting with extreme disgust, holding their head, while standing in a bathroom next to a toilet."
98734,img/98734.png,1,things white people do fuck their family members mass shootings smoke meth steal from blacks suck at sports fuck animals lie about being racist,"Safe_Text: Things people do: lose the remote, talk to themselves, hit snooze multiple times, forget why they walked into a room, sing badly, overthink everything.
Safe_Image: A person shrugging with a lighthearted, 'that's just how it is' expression."
91356,img/91356.png,1,"women are like volcanoes. both stay calm for extended periods of time before exploding and killing everything in their path then, they're calm, again","Safe_Text: My energy levels are like a volcano: calm, then a sudden eruption of activity, then calm again.
Safe_Image: A person experiencing a sudden burst of energy or creativity at a desk."
83095,img/83095.png,1,what!? no i am not asian '' '',"Safe_Text: What!? No, I swear it wasn't my fault!
Safe_Image: A woman in business attire talks on a phone with a distressed expression, standing near a damaged car with smoke coming from the engine after an accident."
27461,img/27461.png,1,so you think we should import muslims.. did your grandfather import nazis,"Safe_Text: So you think you know everything.. did your grandfather teach you that?
Safe_Image: A person peeking around a corner with a slightly sarcastic expression."
20195,img/20195.png,1,when you dont stir the nesquick powder in your milk enough,"Safe_Text: When the powder just won't mix in your drink
Safe_Image: A close-up of a glass of milk with chocolate powder still visible and not fully dissolved."
