id,img,label,text,chatgpt_rewrite,rewrite_clean,toxicity_before,toxicity_after,toxicity_reduction,semantic_similarity
37641,img/37641.png,1,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,"""when they ask why you returned the kid's forgotten science project to their parents""","""when they ask why you returned the kid's forgotten science project to their parents""",0.12567712366580963,0.0007723147864453495,0.12490480887936428,0.6010512
85062,img/85062.png,1,who let this retard in this group,"""who let this joker in the group""","""who let this joker in the group""",0.8823379874229431,0.2736753225326538,0.6086626648902893,0.4519841
89740,img/89740.png,1,africa 100 years ago africa today + aids,"""Africa 100 years ago versus Africa today + more challenges""","""Africa 100 years ago versus Africa today + more challenges""",0.1057208925485611,0.0006541674374602735,0.10506672511110082,0.6649705
61802,img/61802.png,1,black friday sale,"""biggest shopping day of the year""","""biggest shopping day of the year""",0.0026522635016590357,0.0007831263937987387,0.001869137107860297,0.46890348
96143,img/96143.png,1,"roses are red, violets are blue mexicans are rapists, and so am i","""roses are red, violets are blue, i love tacos, and so do you""","""roses are red, violets are blue, i love tacos, and so do you""",0.7734535932540894,0.0007524538668803871,0.772701139387209,0.68084645
34920,img/34920.png,1,the smell of not wearing deoderant,"""the aroma of forgetting your deodorant""","""the aroma of forgetting your deodorant""",0.07897505164146423,0.004041716922074556,0.07493333471938968,0.7012407
51734,img/51734.png,1,when you're shooting up the school and the cops shoot the black kid that's running away,"""when you're playing tag and the person who's 'it' tags the fastest runner first""","""when you're playing tag and the person who's 'it' tags the fastest runner first""",0.8266120553016663,0.0007546163396909833,0.8258574389619753,0.3103025
80534,img/80534.png,1,they trained you to hate the only man with the balls to stand up to them,"""they conditioned you to dislike the one person brave enough to challenge them""","""they conditioned you to dislike the one person brave enough to challenge them""",0.6973620057106018,0.0025148047134280205,0.6948472009971738,0.6693452
96073,img/96073.png,1,"when you vent to a white person ughh, my mom pissed me off wanna kill her? there u go wit dat bs","""when you vent to a friend about your mom, they suggest patience and understanding""","""when you vent to a friend about your mom, they suggest patience and understanding""",0.9893519282341003,0.09295070916414261,0.8964012190699577,0.30925867
8632,img/08632.png,1,"""why do you have to punch a hole in the wall when you get upset?"" white guys: it defines who i am","""""Why do you always tap the remote when it's not working?"" Everyone: It's just what we do""","""""Why do you always tap the remote when it's not working?"" Everyone: It's just what we do""",0.4706920087337494,0.0006833385559730232,0.47000867017777637,0.2722259
38427,img/38427.png,1,when you see another black person getting their ass whipped by the cops stop breaking the law,"""when you see someone getting into trouble, remember to always follow the rules""","""when you see someone getting into trouble, remember to always follow the rules""",0.962120771408081,0.0012552571715787053,0.9608655142365023,0.4401642
62435,img/62435.png,1,wing wing wing herro? thats racist,"""Hello, hello, hello? That's a funny way to answer the phone.""","""Hello, hello, hello? That's a funny way to answer the phone.""",0.5503116250038147,0.0007261140854097903,0.5495855109184049,0.08571852
62081,img/62081.png,1,well let me tell you something brother fuck niccfps,"""well let me tell you something brother, challenge accepted""","""well let me tell you something brother, challenge accepted""",0.9945251941680908,0.0006474716938100755,0.9938777224742807,0.11844047
6483,img/06483.png,1,"one day, long, long ago, there lived a woman who did not whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~","""Once upon a time, there was a day when everyone was content and peaceful. But remember, it was just one day. ~the end~""","""Once upon a time, there was a day when everyone was content and peaceful. But remember, it was just one day. ~the end~""",0.5913294553756714,0.0005858928197994828,0.5907435625558719,0.53195834
12867,img/12867.png,1,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass","""remembering American history, ""diverse cultures have always been present since colonial times"" and everyone made their own unique contribution""","""remembering American history, ""diverse cultures have always been present since colonial times"" and everyone made their own unique contribution""",0.9378454089164734,0.0005390160367824137,0.937306392879691,0.30269602
73204,img/73204.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,"""people advocating for change in 2001 versus people making change in congress 2019""","""people advocating for change in 2001 versus people making change in congress 2019""",0.1835518330335617,0.0005691840196959674,0.18298264901386574,0.44266582
58604,img/58604.png,1,i got 99 problems and chromosomes are one,"""I've got 99 problems and remembering biology facts is one""","""I've got 99 problems and remembering biology facts is one""",0.012320365756750107,0.0006959765451028943,0.011624389211647213,0.51127005
93086,img/93086.png,1,sweden 2050 the muslim and african hordes execute the last real swede,"""Sweden 2050: When the last traditional Swedish meatball recipe gets lost""","""Sweden 2050: When the last traditional Swedish meatball recipe gets lost""",0.3269784152507782,0.0010316396364942193,0.325946775614284,0.506944
72504,img/72504.png,1,"""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already""","""they can try moving this flag"" (dog) ""shouldn't be that hard, half the neighborhood has already""","""they can try moving this flag"" (dog) ""shouldn't be that hard, half the neighborhood has already""",0.006286859977990389,0.0011880112579092383,0.0050988487200811505,0.8794068
10492,img/10492.png,1,"""judgement day will not come until the muslims fight the jews and kill them","""the day of resolution won't come until the two toughest players face off in the game""","""the day of resolution won't come until the two toughest players face off in the game""",0.8819801807403564,0.0012116353027522564,0.8807685454376042,0.43476552
67894,img/67894.png,1,what's the difference between a jew and a pizza a pizza doesn't scream in the oven,"""what's the difference between a pizza and a bagel? a bagel isn't baked in an oven""","""what's the difference between a pizza and a bagel? a bagel isn't baked in an oven""",0.13739417493343353,0.0014142420841380954,0.13597993284929544,0.65727395
78124,img/78124.png,1,"to see better, asians sometimes switch to fullscreen view","""to see better, sometimes we all need to switch to fullscreen view""","""to see better, sometimes we all need to switch to fullscreen view""",0.0007890674169175327,0.0006056997808627784,0.00018336763605475426,0.61778235
78465,img/78465.png,1,mohammed was a pedophile and a rapist true story,"""History is often more complex than it seems""","""History is often more complex than it seems""",0.8959604501724243,0.0006378836114890873,0.8953225665609352,0.20285974
72893,img/72893.png,1,islam is the religion of peace! don't believe me? then i will blow you up,"""Believe in the power of peace! Doubtful? Then let's have a friendly debate""","""Believe in the power of peace! Doubtful? Then let's have a friendly debate""",0.9353588819503784,0.0006495586130768061,0.9347093233373016,0.46675354
40291,img/40291.png,1,"so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died","""so I was looking through my grandma's old cookbook the other night, and I found a recipe for horse radish. I stopped for a second and thought to myself: was this her secret ingredient?""","""so I was looking through my grandma's old cookbook the other night, and I found a recipe for horse radish. I stopped for a second and thought to myself: was this her secret ingredient?""",0.759890615940094,0.0007537298370152712,0.7591368861030787,0.46443424
46910,img/46910.png,1,i'm voting for trump whitetrash lives matter the hoosier state,"""I'm voting for change, every voice matters, proud of where I come from""","""I'm voting for change, every voice matters, proud of where I come from""",0.032379571348428726,0.0006054591503925622,0.031774112198036164,0.5077843
80924,img/80924.png,1,to all you salt water whiteback supremacists... ...your uber is here!!!,"""to everyone who is a tad too intense... ...your ride is here!!!""","""to everyone who is a tad too intense... ...your ride is here!!!""",0.6520346403121948,0.001148762064985931,0.6508858782472089,0.33115372
81094,img/81094.png,1,new swing set installed at linkin park,"""new playground equipment installed at the local park""","""new playground equipment installed at the local park""",0.0006410087808035314,0.0005994273233227432,4.158145748078823e-05,0.51561964
13096,img/13096.png,1,virgin sheep running from horny muslims,"""sheep running away from enthusiastic shepherds""","""sheep running away from enthusiastic shepherds""",0.8318599462509155,0.01278484333306551,0.81907510291785,0.6071257
94710,img/94710.png,1,"what do you mean by: ""you're a hero ...and you have to leave.""? come on dude, let me in. nigger","""what do you mean by: 'you're a hero ...and you have to leave.'? come on dude, let me in. buddy""","""what do you mean by: 'you're a hero ...and you have to leave.'? come on dude, let me in. buddy""",0.9723014831542969,0.014853961765766144,0.9574475213885307,0.7950141
42317,img/42317.png,1,when you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willie,"""when you get hit by a dodgeball and remembering gym class doesn't make it hurt less""","""when you get hit by a dodgeball and remembering gym class doesn't make it hurt less""",0.8234732747077942,0.015346985310316086,0.8081262893974781,0.36297068
23715,img/23715.png,1,this is my wife and it is 100 percent legal under sharia law that is a fact coming to a city near you,"""this is my partner and we're happily committed, that's a fact - coming to a neighborhood near you""","""this is my partner and we're happily committed, that's a fact - coming to a neighborhood near you""",0.002503970405086875,0.0005746503011323512,0.0019293201039545238,0.18741418
82134,img/82134.png,1,the test results are in and... you are a nigger,"""the test results are in and... you need to study more""","""the test results are in and... you need to study more""",0.9774134755134583,0.0006747310981154442,0.9767387444153428,0.46563363
86912,img/86912.png,1,they say a woman's work is never done maybe that's why they get paid less,"""they say a task never ends, maybe that's why it feels undervalued""","""they say a task never ends, maybe that's why it feels undervalued""",0.031403008848428726,0.0006116098375059664,0.03079139901092276,0.39546764
52974,img/52974.png,1,which jewish girl is hotter?,"""who has the most radiant smile?""","""who has the most radiant smile?""",0.35900625586509705,0.0006964891217648983,0.35830976674333215,0.3337513
20835,img/20835.png,1,in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hopes that it can change into a country where i am forced to keep my mouth shut,"""In my country, I couldn't express my thoughts. Here, I can voice out my opinions, hoping this place doesn't become like my old one.""","""In my country, I couldn't express my thoughts. Here, I can voice out my opinions, hoping this place doesn't become like my old one.""",0.7049494385719299,0.0006574152503162622,0.7042920233216137,0.55261445
59376,img/59376.png,1,a head diaper is required when you have shit for brains,"""a helmet is needed when you're prone to forgetfulness""","""a helmet is needed when you're prone to forgetfulness""",0.9801218509674072,0.056760191917419434,0.9233616590499878,0.41284084
18203,img/18203.png,1,"dont you care about my future? stop the ""refugee"" invasion","""Don't you want to ensure a peaceful future? Let's promote understanding and coexistence.""","""Don't you want to ensure a peaceful future? Let's promote understanding and coexistence.""",0.06798821687698364,0.0006185719394125044,0.06736964493757114,0.31532457
67984,img/67984.png,1,i'm not sexist sexism is wrong and being wrong is for women,"""I believe in equality because everyone has the right to be right""","""I believe in equality because everyone has the right to be right""",0.3684568405151367,0.0006434792303480208,0.3678133612847887,0.40505847
96840,img/96840.png,1,what would i do if she was pregnant,"""what if she announced she was expecting""","""what if she announced she was expecting""",0.017300622537732124,0.0006767187733203173,0.016623903764411807,0.5401693
29813,img/29813.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit,"""Use chemicals to remove varnish, nobody bats an eye. Use chemicals for cleaning, everyone loses their cool.""","""Use chemicals to remove varnish, nobody bats an eye. Use chemicals for cleaning, everyone loses their cool.""",0.9669277667999268,0.0016686773160472512,0.9652590894838795,0.63198936
91423,img/91423.png,1,"jesus, how come no one likes me? because you're black. now, go away, little niglet","""why does it seem like no one likes me? Because you're different. But that's okay, everyone is unique in their own way.""","""why does it seem like no one likes me? Because you're different. But that's okay, everyone is unique in their own way.""",0.9690417647361755,0.001372613711282611,0.9676691510248929,0.4179026
19247,img/19247.png,1,i only wear silk panties cotton ones remind me of slavery,"""I only wear silk pajamas, cotton ones remind me of laundry day""","""I only wear silk pajamas, cotton ones remind me of laundry day""",0.15684030950069427,0.000665678468067199,0.15617463103262708,0.65028054
89102,img/89102.png,1,my aunt gonna make you white devils pay for her grandmother owning slaves,"""my aunt is passionate about addressing past injustices""","""my aunt is passionate about addressing past injustices""",0.9719513654708862,0.0006033239769749343,0.9713480414939113,0.4891628
57284,img/57284.png,1,jolo jew only live once,"""YOLO - You Only Live Once""","""YOLO - You Only Live Once""",0.7303333878517151,0.14689695835113525,0.5834364295005798,0.546242
79451,img/79451.png,1,"""where did you learn to make kool-aid like that britney?""","""""where did you get your kool-aid making skills, Britney?""""","""""where did you get your kool-aid making skills, Britney?""""",0.09117729961872101,0.05883539840579033,0.03234190121293068,0.9285982
28507,img/28507.png,1,when your girl is giving you a handjob under the table,"""when your partner slips you a surprise note under the table""","""when your partner slips you a surprise note under the table""",0.7497357130050659,0.0007173358462750912,0.7490183771587908,0.57892674
19742,img/19742.png,1,japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo,"""Japan hits the highest temperature ever recorded: 106 degrees. Well, that's unexpected!""","""Japan hits the highest temperature ever recorded: 106 degrees. Well, that's unexpected!""",0.0008932111086323857,0.000604810833465308,0.0002884002751670778,0.68378615
20183,img/20183.png,1,when you finger an arab girl,"""when you try to hold hands on a first date""","""when you try to hold hands on a first date""",0.8281850218772888,0.0015426177997142076,0.8266424040775746,0.45878306
7592,img/07592.png,1,justin come here the chevy faggots are mad again,"""Justin, come here, the Chevy enthusiasts are upset again.""","""Justin, come here, the Chevy enthusiasts are upset again.""",0.9402366280555725,0.002824509749189019,0.9374121183063835,0.8403709
38697,img/38697.png,1,"if a muslim beats his wife, is it domestic violence, or child abuse?","""if someone forgets their anniversary, is it a memory issue or a relationship problem?""","""if someone forgets their anniversary, is it a memory issue or a relationship problem?""",0.42079487442970276,0.0007903817459009588,0.4200044926838018,0.2388912
2917,img/02917.png,1,islamaphobe no i just hate the mother fuckers,"""I disagree with some beliefs, not the people themselves""","""I disagree with some beliefs, not the people themselves""",0.9983372688293457,0.0005933851352892816,0.9977438836940564,0.22196697
19543,img/19543.png,1,whats the difference between boy scouts and jews? boy scouts come back from camp,"""what's the difference between summer camp and school? You actually want to return from summer camp""","""what's the difference between summer camp and school? You actually want to return from summer camp""",0.14924313127994537,0.000751321786083281,0.1484918094938621,0.333321
2945,img/02945.png,1,you've been hungerstruck!,"""you've been snack-attacked!""","""you've been snack-attacked!""",0.028389809653162956,0.03377600386738777,-0.005386194214224815,0.44329584
64720,img/64720.png,1,randomly deciding to bake something,"""when you suddenly get the urge to bake something""","""when you suddenly get the urge to bake something""",0.02602827362716198,0.02451261878013611,0.0015156548470258713,0.62436086
34021,img/34021.png,1,"i put the ""ape"" in rape","""I put the 'fun' in 'fundamentals'""","""I put the 'fun' in 'fundamentals'""",0.8009262681007385,0.0006941588944755495,0.800232109206263,0.16496865
28695,img/28695.png,1,"gods chocen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state""","""Challenging times on borrowed land, supported by a state with a unique history""","""Challenging times on borrowed land, supported by a state with a unique history""",0.6564006209373474,0.0005555794923566282,0.6558450414449908,0.2997284
4786,img/04786.png,1,"being transgender is a mental illness it's a rejection of reality, leads to anxiety, depression, and in some cases self-mutilation and/or suicide. that's not healthy","""understanding gender identity can be complex, and it's important to support mental health""","""understanding gender identity can be complex, and it's important to support mental health""",0.2554102838039398,0.008572337217628956,0.24683794658631086,0.53739464
75021,img/75021.png,1,where's jaws when you need him?,"""where's a lifeguard when you need one?""","""where's a lifeguard when you need one?""",0.0022361415904015303,0.0006727918516844511,0.0015633497387170792,0.46068892
4356,img/04356.png,1,i only wear silk panties cotton ones remind me of slavery,"""I only wear silk clothes, cotton ones remind me of history class""","""I only wear silk clothes, cotton ones remind me of history class""",0.15684030950069427,0.0006289659067988396,0.15621134359389544,0.65298766
82941,img/82941.png,1,"""trump's rally lines are big his ""concentration camp"" lines are yuuuge","""Trump's rally lines are long, his 'popular event' lines are even longer""","""Trump's rally lines are long, his 'popular event' lines are even longer""",0.015666566789150238,0.0006330569740384817,0.015033509815111756,0.7551334
39475,img/39475.png,1,made rice krispies way before kellogg's,"""Was making rice krispies before it was cool""","""Was making rice krispies before it was cool""",0.0012130608083680272,0.0007588923908770084,0.00045416841749101877,0.63044
86914,img/86914.png,1,no pity sex? i am going to shoot an unarmed black citizen,"""No date tonight? Guess I'll stay home and play video games""","""No date tonight? Guess I'll stay home and play video games""",0.9864770174026489,0.0012481327867135406,0.9852288846159354,0.20663105
79032,img/79032.png,1,kids shouldn't run with scissors lesbians shouldn't scissor with,"""Running with scissors isn't safe, and neither is doing gymnastics without stretching""","""Running with scissors isn't safe, and neither is doing gymnastics without stretching""",0.8591433763504028,0.0007335294503718615,0.858409846900031,0.63921946
85097,img/85097.png,1,woke up last night to find my tv floating across the room my first thought was ghosts but it turned out to be a black guy stealing it,"""Woke up last night to find my TV floating across the room. First thought was ghosts, but it turned out to be a sneaky cat knocking it over""","""Woke up last night to find my TV floating across the room. First thought was ghosts, but it turned out to be a sneaky cat knocking it over""",0.03122851997613907,0.0010530088329687715,0.030175511143170297,0.61052275
49861,img/49861.png,1,ready for the cupcake? wake up and smell the bacon! we're loosing our beloved america to these goat humpers stop being afraid of being called a racist and grow a pair and act like americans,"""Ready for the surprise? Wake up and smell the coffee! We need to stand up for our beloved country, don't be afraid of labels, be brave and act like citizens!""","""Ready for the surprise? Wake up and smell the coffee! We need to stand up for our beloved country, don't be afraid of labels, be brave and act like citizens!""",0.7786321043968201,0.004229189362376928,0.7744029150344431,0.4561916
34620,img/34620.png,1,nice boobs i guess it's a tranny omg a shemale,"""Nice outfit, I guess they're really confident, oh my, such an expressive person""","""Nice outfit, I guess they're really confident, oh my, such an expressive person""",0.8026484847068787,0.0005682086339220405,0.8020802760729566,0.22051068
60357,img/60357.png,1,"kenyans are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together.","""Leading a group feels like chewing gum and walking, so easy! Let's enjoy the journey together!""","""Leading a group feels like chewing gum and walking, so easy! Let's enjoy the journey together!""",0.19487439095973969,0.0006601196364499629,0.19421427132328972,0.3323091
86045,img/86045.png,1,when it's the 1600s and you just got here from africa master looks after us now,"""when it's the 1600s and you just arrived from Africa, the new caretaker is in charge""","""when it's the 1600s and you just arrived from Africa, the new caretaker is in charge""",0.0008986438042484224,0.0006107224035076797,0.0002879214007407427,0.722945
24860,img/24860.png,1,know why gay guys never get messages from foreigners they'll get stoned,"""know why people avoid unfamiliar situations? fear of the unknown""","""know why people avoid unfamiliar situations? fear of the unknown""",0.9472121000289917,0.0008507638704031706,0.9463613361585885,0.11222382
64532,img/64532.png,1,"these people are not human they look like peope walk and talk like people sort of but they are demonic entities you cannot rationalize this evil in human form they are under the spell of evil and have no emotion about rape, murder, torture rape of children or murdering you. your life means nothing to them get it?? nothing","""Sometimes it's hard to understand why some people act so unkindly. It seems like they lack empathy, but we have to remember, it's their actions that are troubling, not them as individuals.""","""Sometimes it's hard to understand why some people act so unkindly. It seems like they lack empathy, but we have to remember, it's their actions that are troubling, not them as individuals.""",0.9347994327545166,0.0006456821574829519,0.9341537505970336,0.22440688
59237,img/59237.png,1,the name's todd... retodd,"""the name's Todd... Todd with a twist""","""the name's Todd... Todd with a twist""",0.0028446891810745,0.0008562208386138082,0.001988468342460692,0.7286465
17430,img/17430.png,1,sooo gorillas really are humans,"""sooo gorillas really are quite similar to us""","""sooo gorillas really are quite similar to us""",0.2469366490840912,0.00625675730407238,0.2406798917800188,0.6924066
9465,img/09465.png,1,"omg quick, someone call hasmat smells like a concentration camp","""Wow, hurry, someone open a window, it smells like a week-old sandwich in here""","""Wow, hurry, someone open a window, it smells like a week-old sandwich in here""",0.1600986272096634,0.0015153851127251983,0.1585832420969382,0.32092682
98734,img/98734.png,1,things white people do fuck their family members mass shootings smoke meth steal from blacks suck at sports fuck animals lie about being racist,"""Common stereotypes: forget names, overreact, love coffee, can't dance, prefer cats, claim they're not competitive""","""Common stereotypes: forget names, overreact, love coffee, can't dance, prefer cats, claim they're not competitive""",0.998529314994812,0.0010704135056585073,0.9974589014891535,0.41279894
91356,img/91356.png,1,"women are like volcanoes. both stay calm for extended periods of time before exploding and killing everything in their path then, they're calm, again","""people are like popcorn. they stay calm for a while, then suddenly pop, and then they're calm again""","""people are like popcorn. they stay calm for a while, then suddenly pop, and then they're calm again""",0.12747518718242645,0.0006650491268374026,0.12681013805558905,0.34785897
83095,img/83095.png,1,what!? no i am not asian '' '',"""what!? no, I'm not a morning person""","""what!? no, I'm not a morning person""",0.003836319549009204,0.0019514322048053145,0.0018848873442038894,0.17946401
27461,img/27461.png,1,so you think we should import muslims.. did your grandfather import nazis,"""so you believe in embracing different cultures.. did your grandfather embrace new ideas""","""so you believe in embracing different cultures.. did your grandfather embrace new ideas""",0.5948176383972168,0.0006724185077473521,0.5941452198894694,0.41697234
20195,img/20195.png,1,when you dont stir the nesquick powder in your milk enough,"""when you don't mix your chocolate milk properly""","""when you don't mix your chocolate milk properly""",0.027066577225923538,0.0013288079062476754,0.025737769319675863,0.6566548
